prediccion,min_confianza,max_confianza
78442.50909037914,75932.23880839511,80817.10601686852
79671.03533344941,77455.91750226362,82082.39858245532
78903.43144570534,76514.15628774413,81421.09830450769
80671.5470253017,78311.98028783624,83003.60535586659
79470.83745417134,77171.16546869377,81682.04200282074
79424.79236721015,77177.8091609229,81892.62901750201
79058.37888382675,76591.92841014285,81379.21201510311
