prediccion,min_confianza,max_confianza
81774.0673581443,79206.559433795,84302.84276618644
81278.96355810708,78811.50924292965,83535.13130120344
83255.60094295752,80643.75982560772,85856.03695342755
82261.35257252242,79738.04910358404,84847.76169992342
82659.86695952431,80211.68335314679,85255.89033968386
82440.7036858538,79878.1754014605,85104.80635272131
81345.94564517996,78964.50463190483,83899.11636494056
